Employee_ID,Age,Gender,Country,Continent,Remote_Work,Company_Size,Work_Experience,Role,Work_Mode,Salary_Range,Therapy_Access,Mental_Health_Condition,Employer_Support,Comfort_Discussing_MH,Work_Stress_Level,Job_Satisfaction
E0678,50,Male,South Africa,Africa,Yes,Small (1-50),28,Manager,Flexible,100K-150K,Not Sure,No,No,4,6,2
E0679,35,Other,India,Asia,No,Large (500+),17,Developer,Night Shift,50K-100K,No,Yes,No,2,6,6
E0680,47,Other,India,Asia,No,Medium (51-500),1,Designer,Day Shift,100K-150K,Not Sure,No,Yes,2,10,6
E0681,54,Male,Germany,Europe,Yes,Large (500+),10,Engineer,Flexible,50K-100K,Yes,No,Yes,3,10,7
E0682,58,Other,UK,Europe,No,Small (1-50),19,Designer,Flexible,>150K,No,Yes,No,4,9,6
E0683,53,Male,France,Europe,Hybrid,Small (1-50),15,Manager,Night Shift,<50K,Yes,No,No,1,5,2
E0684,44,Female,USA,North America,No,Medium (51-500),10,Engineer,Night Shift,<50K,Yes,No,Partial,2,4,8
E0685,35,Female,UK,Europe,No,Large (500+),19,Designer,Night Shift,>150K,Not Sure,No,Partial,1,6,4
E0686,50,Other,India,Asia,No,Medium (51-500),12,Analyst,Flexible,50K-100K,Not Sure,No,Yes,4,8,9
E0687,37,Male,India,Asia,Hybrid,Small (1-50),24,Data Scientist,Night Shift,50K-100K,Not Sure,Yes,Yes,5,1,8
E0688,25,Male,Australia,Oceania,Yes,Small (1-50),16,Engineer,Day Shift,50K-100K,Yes,No,No,5,7,3
E0689,49,Other,Canada,North America,Hybrid,Large (500+),9,Data Scientist,Night Shift,50K-100K,No,No,Yes,2,8,3
E0690,24,Male,South Africa,Africa,Yes,Large (500+),15,Developer,Night Shift,>150K,Not Sure,No,Yes,3,9,8
E0691,30,Female,USA,North America,Yes,Large (500+),30,Designer,Flexible,<50K,Not Sure,Yes,Partial,1,8,2
E0692,37,Other,Germany,Europe,Yes,Medium (51-500),27,Developer,Night Shift,100K-150K,Yes,No,Yes,2,7,9
E0693,30,Other,South Africa,Africa,No,Large (500+),28,Engineer,Flexible,100K-150K,No,Yes,Partial,3,3,4
E0694,37,Male,Australia,Oceania,No,Large (500+),17,Data Scientist,Night Shift,<50K,Yes,No,Partial,1,2,6
E0695,40,Other,India,Asia,Yes,Small (1-50),14,Data Scientist,Day Shift,>150K,Not Sure,Yes,Partial,4,3,3
E0696,44,Male,Germany,Europe,Yes,Small (1-50),27,Designer,Day Shift,100K-150K,Yes,No,Yes,5,4,3
E0697,25,Male,India,Asia,No,Large (500+),18,Engineer,Flexible,<50K,Not Sure,Yes,Yes,3,4,3
E0698,54,Male,USA,North America,Hybrid,Large (500+),26,Analyst,Flexible,>150K,No,Yes,No,1,6,10
E0699,26,Male,Canada,North America,Yes,Small (1-50),2,Analyst,Night Shift,100K-150K,Yes,No,Yes,2,7,2
E0700,22,Male,South Africa,Africa,Hybrid,Large (500+),4,Designer,Night Shift,50K-100K,Not Sure,No,Yes,1,4,8
E0701,33,Other,South Africa,Africa,No,Medium (51-500),18,Engineer,Day Shift,50K-100K,Not Sure,No,Yes,2,10,9
E0702,31,Female,UK,Europe,Yes,Medium (51-500),7,Designer,Night Shift,>150K,Not Sure,No,Yes,5,6,8
E0703,43,Female,Germany,Europe,Hybrid,Medium (51-500),13,Engineer,Day Shift,50K-100K,Not Sure,Yes,Yes,5,9,10
E0704,36,Other,France,Europe,Hybrid,Large (500+),15,Developer,Flexible,>150K,Yes,No,Partial,1,6,3
E0705,51,Other,Australia,Oceania,Hybrid,Small (1-50),25,Designer,Night Shift,<50K,Not Sure,No,Yes,1,3,7
E0706,31,Female,France,Europe,No,Large (500+),23,Engineer,Flexible,<50K,Yes,Yes,Yes,2,1,10
E0707,36,Female,UK,Europe,No,Large (500+),28,Analyst,Night Shift,100K-150K,Not Sure,No,No,2,10,2
E0708,28,Female,USA,North America,Hybrid,Small (1-50),22,Engineer,Day Shift,>150K,Yes,No,Partial,3,10,4
E0709,24,Female,Australia,Oceania,Hybrid,Small (1-50),26,Engineer,Flexible,100K-150K,Yes,No,Yes,3,5,6
E0710,24,Female,Canada,North America,No,Small (1-50),1,Designer,Flexible,100K-150K,Not Sure,No,Yes,3,10,5
E0711,45,Male,France,Europe,Hybrid,Medium (51-500),11,Developer,Night Shift,<50K,Not Sure,No,No,1,10,9
E0712,23,Other,Canada,North America,Hybrid,Large (500+),10,Developer,Flexible,100K-150K,Not Sure,Yes,Partial,3,3,10
E0713,52,Male,France,Europe,No,Small (1-50),25,Developer,Day Shift,50K-100K,Not Sure,Yes,Partial,1,8,4
E0714,23,Female,Canada,North America,Hybrid,Large (500+),5,Developer,Flexible,100K-150K,No,No,No,5,10,5
E0715,47,Female,France,Europe,Hybrid,Medium (51-500),16,Manager,Flexible,>150K,Not Sure,Yes,Yes,4,1,4
E0716,49,Female,Canada,North America,Hybrid,Medium (51-500),11,Designer,Night Shift,50K-100K,Not Sure,Yes,No,5,2,8
E0717,52,Male,UK,Europe,No,Small (1-50),21,Data Scientist,Flexible,<50K,Not Sure,No,Yes,1,3,8
E0718,39,Male,Brazil,South America,Hybrid,Small (1-50),6,Designer,Night Shift,>150K,Yes,No,No,1,3,3
E0719,41,Female,Australia,Oceania,No,Large (500+),9,Manager,Night Shift,50K-100K,Not Sure,Yes,Partial,4,8,1
E0720,25,Male,Germany,Europe,No,Small (1-50),13,Developer,Flexible,>150K,Yes,No,Partial,2,5,6
E0721,38,Male,USA,North America,Yes,Large (500+),24,Manager,Day Shift,50K-100K,Yes,No,Yes,2,8,2
E0722,48,Female,Japan,Asia,Yes,Small (1-50),8,Analyst,Night Shift,>150K,Yes,Yes,Yes,2,6,2
E0723,42,Male,India,Asia,Hybrid,Large (500+),14,Analyst,Flexible,>150K,Yes,No,No,3,2,3
E0724,41,Other,Germany,Europe,No,Large (500+),24,Designer,Night Shift,50K-100K,No,No,Partial,2,4,8
E0725,26,Other,India,Asia,Yes,Large (500+),1,Designer,Day Shift,<50K,Not Sure,No,Partial,3,9,3
E0726,21,Other,Australia,Oceania,Hybrid,Large (500+),17,Data Scientist,Day Shift,<50K,Yes,No,Yes,3,4,7
E0727,25,Other,Germany,Europe,Yes,Medium (51-500),24,Data Scientist,Night Shift,>150K,Not Sure,Yes,Yes,2,5,10
E0728,32,Female,Canada,North America,Yes,Large (500+),5,Analyst,Day Shift,>150K,Yes,No,No,2,5,10
E0729,46,Female,Canada,North America,No,Small (1-50),25,Developer,Flexible,<50K,No,No,Yes,4,10,9
E0730,54,Female,Japan,Asia,No,Medium (51-500),2,Manager,Flexible,<50K,Yes,No,Partial,4,8,8
E0731,34,Other,India,Asia,Yes,Medium (51-500),25,Data Scientist,Night Shift,100K-150K,Not Sure,No,No,3,6,1
E0732,46,Other,USA,North America,Yes,Large (500+),28,Engineer,Day Shift,<50K,Not Sure,No,Partial,4,10,7
E0733,47,Male,Australia,Oceania,No,Medium (51-500),30,Data Scientist,Flexible,>150K,No,Yes,No,3,7,7
E0734,29,Male,Canada,North America,Hybrid,Large (500+),24,Developer,Flexible,50K-100K,Not Sure,Yes,Partial,1,6,8
E0735,46,Other,Brazil,South America,No,Small (1-50),9,Developer,Flexible,<50K,Not Sure,Yes,Yes,3,5,10
E0736,42,Other,UK,Europe,Yes,Large (500+),4,Designer,Night Shift,100K-150K,Yes,No,Partial,3,5,5
E0737,50,Other,UK,Europe,Hybrid,Medium (51-500),17,Manager,Night Shift,100K-150K,Not Sure,Yes,Yes,4,3,10
E0738,37,Other,France,Europe,Yes,Small (1-50),17,Developer,Flexible,100K-150K,Yes,No,No,1,7,9
E0739,46,Male,USA,North America,Hybrid,Large (500+),21,Data Scientist,Flexible,50K-100K,No,Yes,Yes,5,10,9
E0740,56,Other,UK,Europe,Yes,Small (1-50),18,Data Scientist,Day Shift,<50K,Not Sure,No,No,5,5,8
E0741,21,Male,France,Europe,Hybrid,Small (1-50),16,Analyst,Day Shift,<50K,Yes,Yes,Yes,5,7,6
E0742,28,Other,India,Asia,Hybrid,Medium (51-500),30,Developer,Day Shift,<50K,Not Sure,No,Yes,1,2,6
E0743,55,Other,Canada,North America,Yes,Small (1-50),8,Engineer,Night Shift,50K-100K,Yes,No,Partial,2,9,1
E0744,35,Other,Canada,North America,Hybrid,Medium (51-500),26,Designer,Flexible,50K-100K,No,No,Yes,1,8,6
E0745,42,Male,Brazil,South America,No,Small (1-50),11,Manager,Night Shift,>150K,Yes,No,Partial,4,5,4
E0746,34,Male,Germany,Europe,Yes,Large (500+),21,Engineer,Flexible,100K-150K,Not Sure,No,Partial,3,2,4
E0747,46,Female,UK,Europe,No,Small (1-50),21,Designer,Day Shift,100K-150K,Yes,No,Yes,3,6,2
E0748,48,Other,India,Asia,Yes,Large (500+),18,Data Scientist,Day Shift,<50K,Not Sure,Yes,No,4,8,4
E0749,43,Female,South Africa,Africa,Hybrid,Large (500+),23,Engineer,Day Shift,50K-100K,No,Yes,Yes,4,7,5
E0750,34,Female,UK,Europe,Hybrid,Small (1-50),29,Designer,Day Shift,50K-100K,Yes,No,Yes,3,8,5
E0751,44,Male,USA,North America,Hybrid,Large (500+),24,Data Scientist,Flexible,<50K,Not Sure,No,No,2,4,5
E0752,22,Male,Germany,Europe,Yes,Small (1-50),10,Data Scientist,Day Shift,<50K,Not Sure,No,Partial,2,3,4
E0753,46,Female,UK,Europe,No,Small (1-50),13,Data Scientist,Flexible,>150K,Not Sure,Yes,Yes,2,7,1
E0754,34,Other,India,Asia,No,Large (500+),17,Data Scientist,Flexible,100K-150K,Yes,No,No,4,2,10
E0755,27,Male,UK,Europe,Yes,Large (500+),18,Data Scientist,Night Shift,100K-150K,Yes,Yes,No,3,5,8
E0756,23,Other,USA,North America,Yes,Medium (51-500),10,Analyst,Day Shift,100K-150K,Yes,Yes,Partial,3,7,3
E0757,43,Other,South Africa,Africa,No,Large (500+),16,Engineer,Day Shift,>150K,No,Yes,Yes,3,1,2
E0758,38,Female,Australia,Oceania,No,Medium (51-500),20,Designer,Night Shift,<50K,Not Sure,Yes,No,1,4,9
E0759,58,Female,Japan,Asia,No,Large (500+),5,Analyst,Flexible,<50K,Not Sure,Yes,No,1,2,7
E0760,55,Female,South Africa,Africa,No,Small (1-50),13,Analyst,Day Shift,100K-150K,No,No,No,5,6,9
E0761,35,Female,France,Europe,Yes,Large (500+),18,Developer,Flexible,100K-150K,No,Yes,Partial,1,1,2
E0762,45,Male,UK,Europe,Yes,Small (1-50),17,Developer,Night Shift,>150K,Yes,No,Partial,2,7,9
E0763,57,Male,Canada,North America,Hybrid,Small (1-50),9,Developer,Flexible,50K-100K,Yes,Yes,Yes,2,3,10
E0764,48,Female,Brazil,South America,No,Small (1-50),14,Manager,Day Shift,50K-100K,Yes,No,No,2,1,9
E0765,30,Male,Canada,North America,Hybrid,Medium (51-500),17,Developer,Flexible,100K-150K,Yes,No,Yes,2,8,9
E0766,59,Female,South Africa,Africa,Yes,Large (500+),29,Designer,Flexible,>150K,Yes,Yes,Yes,5,7,10
E0767,37,Other,Canada,North America,Yes,Small (1-50),4,Analyst,Day Shift,100K-150K,Yes,No,No,2,2,10
E0768,59,Other,India,Asia,Hybrid,Small (1-50),18,Designer,Day Shift,50K-100K,No,No,Yes,4,7,4
E0769,42,Other,Canada,North America,No,Medium (51-500),27,Engineer,Flexible,100K-150K,No,No,No,4,3,10
E0770,46,Female,Germany,Europe,No,Large (500+),20,Developer,Flexible,50K-100K,No,Yes,Partial,4,9,3
E0771,45,Other,Australia,Oceania,No,Large (500+),24,Manager,Night Shift,50K-100K,Not Sure,No,Yes,1,8,6
E0772,37,Male,UK,Europe,No,Medium (51-500),24,Engineer,Day Shift,50K-100K,Not Sure,No,Partial,3,5,3
E0773,33,Other,Canada,North America,Hybrid,Medium (51-500),15,Manager,Flexible,<50K,Yes,Yes,No,5,7,9
E0774,40,Other,USA,North America,Hybrid,Large (500+),11,Engineer,Day Shift,<50K,No,No,No,4,3,3
E0775,45,Other,Australia,Oceania,Yes,Medium (51-500),12,Analyst,Night Shift,100K-150K,Not Sure,No,Partial,4,1,2
E0776,24,Male,Australia,Oceania,No,Large (500+),9,Designer,Flexible,50K-100K,Not Sure,No,Yes,2,1,8
E0777,30,Female,Canada,North America,No,Large (500+),13,Data Scientist,Flexible,<50K,No,No,No,4,2,6
E0778,23,Male,Australia,Oceania,No,Small (1-50),15,Designer,Flexible,100K-150K,Not Sure,No,No,2,8,8
E0779,38,Female,Brazil,South America,Hybrid,Small (1-50),27,Developer,Day Shift,100K-150K,Not Sure,Yes,Yes,2,1,7
E0780,56,Female,Canada,North America,No,Large (500+),15,Data Scientist,Night Shift,100K-150K,No,No,Partial,3,5,3
E0781,42,Other,India,Asia,Hybrid,Large (500+),28,Manager,Day Shift,100K-150K,Not Sure,No,Partial,1,9,8
E0782,54,Female,South Africa,Africa,No,Large (500+),5,Analyst,Flexible,100K-150K,No,Yes,Yes,2,9,10
E0783,28,Male,Germany,Europe,No,Large (500+),23,Analyst,Night Shift,>150K,Not Sure,Yes,Yes,2,2,1
E0784,39,Male,Japan,Asia,Yes,Large (500+),19,Manager,Flexible,50K-100K,No,Yes,No,3,7,1
E0785,57,Female,France,Europe,No,Large (500+),26,Developer,Flexible,100K-150K,Not Sure,No,Yes,2,1,10
E0786,26,Other,Australia,Oceania,No,Medium (51-500),20,Manager,Day Shift,>150K,Not Sure,Yes,No,5,3,8
E0787,46,Other,India,Asia,Yes,Large (500+),26,Engineer,Flexible,50K-100K,No,No,Yes,1,6,9
E0788,54,Male,UK,Europe,Hybrid,Medium (51-500),25,Developer,Night Shift,<50K,Not Sure,Yes,No,5,9,10
E0789,26,Other,UK,Europe,Hybrid,Medium (51-500),26,Data Scientist,Flexible,100K-150K,No,No,Yes,4,10,6
E0790,57,Female,France,Europe,No,Large (500+),26,Manager,Flexible,>150K,No,No,Yes,1,2,5
E0791,53,Female,Germany,Europe,Hybrid,Large (500+),14,Developer,Day Shift,<50K,Not Sure,No,No,4,7,2
E0792,42,Male,Australia,Oceania,No,Medium (51-500),28,Data Scientist,Night Shift,>150K,Yes,No,No,2,4,9
E0793,41,Female,Brazil,South America,Yes,Medium (51-500),17,Manager,Day Shift,50K-100K,Not Sure,No,Partial,3,2,6
E0794,26,Male,France,Europe,Yes,Large (500+),18,Analyst,Flexible,50K-100K,Yes,No,Partial,5,3,8
E0795,26,Female,Germany,Europe,No,Large (500+),21,Manager,Day Shift,<50K,Yes,Yes,Yes,4,6,9
E0796,24,Male,Australia,Oceania,Yes,Medium (51-500),3,Designer,Day Shift,>150K,Not Sure,Yes,Yes,2,10,9
E0797,50,Other,India,Asia,Yes,Medium (51-500),2,Manager,Day Shift,100K-150K,Yes,No,Partial,5,9,8
E0798,31,Female,South Africa,Africa,No,Medium (51-500),1,Designer,Day Shift,100K-150K,No,No,Partial,5,8,10
E0799,50,Female,Brazil,South America,No,Small (1-50),10,Data Scientist,Flexible,<50K,No,No,Partial,4,10,8
E0800,51,Male,Japan,Asia,Yes,Medium (51-500),19,Manager,Flexible,<50K,Yes,Yes,Yes,2,9,3
E0801,44,Male,UK,Europe,Hybrid,Small (1-50),17,Data Scientist,Night Shift,<50K,No,Yes,Partial,3,4,3
E0802,29,Female,USA,North America,Hybrid,Large (500+),12,Data Scientist,Day Shift,>150K,Not Sure,Yes,Yes,4,4,2
E0803,23,Male,India,Asia,No,Large (500+),1,Developer,Day Shift,100K-150K,No,No,Partial,5,9,1
E0804,51,Female,UK,Europe,No,Medium (51-500),12,Data Scientist,Night Shift,100K-150K,Yes,No,Partial,5,8,4
E0805,57,Other,Canada,North America,Hybrid,Large (500+),17,Data Scientist,Day Shift,100K-150K,Not Sure,No,Yes,1,2,2
E0806,56,Male,USA,North America,Yes,Large (500+),24,Manager,Night Shift,<50K,No,No,Partial,2,8,2
E0807,44,Female,UK,Europe,Hybrid,Large (500+),3,Manager,Flexible,100K-150K,Not Sure,No,Yes,1,1,5
E0808,51,Other,Germany,Europe,Hybrid,Large (500+),11,Analyst,Night Shift,50K-100K,Yes,No,Partial,3,9,4
E0809,26,Other,Brazil,South America,Hybrid,Small (1-50),17,Developer,Day Shift,<50K,No,Yes,Yes,4,9,1
E0810,22,Female,UK,Europe,Hybrid,Small (1-50),23,Data Scientist,Night Shift,100K-150K,Not Sure,No,Partial,5,8,9
E0811,40,Male,Japan,Asia,No,Medium (51-500),26,Developer,Flexible,>150K,Not Sure,Yes,Yes,2,5,4
E0812,48,Female,South Africa,Africa,No,Medium (51-500),3,Designer,Day Shift,<50K,No,Yes,Partial,5,5,5
E0813,31,Other,Germany,Europe,Yes,Medium (51-500),8,Data Scientist,Flexible,50K-100K,Not Sure,No,No,1,3,7
E0814,24,Female,India,Asia,Yes,Large (500+),20,Developer,Flexible,50K-100K,Not Sure,No,No,1,5,2
E0815,35,Male,India,Asia,Yes,Large (500+),4,Analyst,Night Shift,>150K,Yes,No,Yes,4,4,8
E0816,26,Other,India,Asia,Yes,Small (1-50),21,Analyst,Flexible,>150K,Yes,No,Partial,2,1,2
E0817,50,Female,India,Asia,Hybrid,Small (1-50),22,Data Scientist,Day Shift,<50K,Yes,No,Yes,2,9,10
E0818,58,Male,South Africa,Africa,No,Medium (51-500),7,Designer,Flexible,<50K,Yes,No,No,4,10,5
E0819,22,Other,UK,Europe,No,Small (1-50),14,Analyst,Flexible,50K-100K,Yes,No,Yes,1,4,2
E0820,35,Male,Australia,Oceania,Yes,Small (1-50),14,Analyst,Night Shift,>150K,Yes,No,Partial,1,3,2
E0821,31,Other,UK,Europe,Yes,Small (1-50),4,Designer,Flexible,<50K,No,No,Yes,1,6,4
E0822,28,Female,Canada,North America,Hybrid,Small (1-50),16,Developer,Night Shift,50K-100K,Yes,Yes,Yes,5,1,4
E0823,46,Male,Brazil,South America,Hybrid,Small (1-50),24,Analyst,Night Shift,>150K,Not Sure,Yes,Yes,3,5,8
E0824,25,Other,USA,North America,Yes,Medium (51-500),29,Manager,Day Shift,50K-100K,No,No,No,1,7,6
E0825,26,Male,Australia,Oceania,No,Medium (51-500),22,Engineer,Day Shift,100K-150K,Not Sure,Yes,Yes,3,2,10
E0826,46,Male,Australia,Oceania,No,Small (1-50),30,Engineer,Day Shift,>150K,Yes,No,No,3,10,8
E0827,24,Female,UK,Europe,No,Medium (51-500),1,Analyst,Day Shift,<50K,Yes,Yes,Partial,2,9,7
E0828,39,Male,Australia,Oceania,Yes,Large (500+),17,Developer,Night Shift,<50K,Not Sure,Yes,Partial,4,6,10
E0829,40,Other,France,Europe,No,Small (1-50),25,Developer,Flexible,100K-150K,Not Sure,No,No,5,2,4
E0830,53,Other,France,Europe,Hybrid,Large (500+),10,Data Scientist,Day Shift,>150K,Not Sure,No,Yes,3,8,2
E0831,40,Other,Canada,North America,Hybrid,Medium (51-500),22,Manager,Day Shift,50K-100K,No,Yes,No,5,8,9
E0832,32,Other,USA,North America,Yes,Medium (51-500),16,Developer,Day Shift,<50K,Yes,No,Yes,2,1,2
E0833,21,Female,Japan,Asia,Hybrid,Large (500+),16,Designer,Flexible,100K-150K,Not Sure,No,Partial,1,1,1
E0834,46,Male,South Africa,Africa,Yes,Medium (51-500),26,Manager,Day Shift,100K-150K,Yes,Yes,Yes,3,1,8
E0835,34,Female,UK,Europe,No,Small (1-50),8,Engineer,Flexible,>150K,Not Sure,No,No,4,4,10
E0836,58,Male,South Africa,Africa,No,Large (500+),29,Manager,Night Shift,>150K,Yes,No,Yes,2,4,9
E0837,57,Male,Japan,Asia,No,Small (1-50),7,Designer,Night Shift,<50K,No,No,Partial,5,8,1
E0838,31,Male,UK,Europe,Hybrid,Large (500+),28,Analyst,Night Shift,100K-150K,Yes,No,Yes,1,1,7
E0839,56,Female,UK,Europe,Yes,Medium (51-500),6,Designer,Flexible,50K-100K,Not Sure,Yes,No,5,10,2
E0840,33,Male,USA,North America,No,Large (500+),16,Designer,Day Shift,100K-150K,Yes,Yes,Yes,4,3,6
E0841,23,Female,South Africa,Africa,Yes,Large (500+),20,Analyst,Day Shift,50K-100K,No,No,Partial,3,1,5
E0842,53,Other,France,Europe,No,Small (1-50),16,Analyst,Day Shift,50K-100K,No,No,Partial,4,9,1
E0843,26,Other,India,Asia,Hybrid,Medium (51-500),7,Analyst,Day Shift,<50K,Yes,No,No,5,10,2
E0844,30,Male,South Africa,Africa,Hybrid,Small (1-50),9,Analyst,Day Shift,100K-150K,Not Sure,No,No,5,9,2
E0845,25,Female,Brazil,South America,Yes,Medium (51-500),14,Analyst,Flexible,50K-100K,No,Yes,Partial,4,7,10
E0846,43,Other,Brazil,South America,Hybrid,Small (1-50),11,Designer,Night Shift,>150K,No,No,No,4,8,10
E0847,30,Female,UK,Europe,Hybrid,Large (500+),26,Data Scientist,Day Shift,50K-100K,Yes,Yes,No,4,1,6
E0848,22,Female,India,Asia,Yes,Small (1-50),26,Data Scientist,Night Shift,>150K,No,Yes,No,1,5,1
E0849,33,Male,Germany,Europe,No,Medium (51-500),14,Developer,Flexible,>150K,No,Yes,No,5,2,4
E0850,22,Other,Japan,Asia,Hybrid,Medium (51-500),7,Data Scientist,Flexible,100K-150K,Not Sure,No,Yes,2,1,10
E0851,40,Male,Canada,North America,Yes,Large (500+),1,Engineer,Day Shift,>150K,Not Sure,Yes,Partial,1,3,5
E0852,21,Male,India,Asia,Hybrid,Medium (51-500),26,Data Scientist,Flexible,50K-100K,Not Sure,No,No,1,7,2
E0853,57,Other,Canada,North America,Hybrid,Small (1-50),25,Designer,Night Shift,>150K,Yes,No,Yes,1,1,2
E0854,29,Other,South Africa,Africa,Hybrid,Large (500+),13,Analyst,Day Shift,100K-150K,No,No,Partial,2,2,7
E0855,37,Female,South Africa,Africa,Hybrid,Medium (51-500),20,Analyst,Day Shift,<50K,Yes,No,Yes,4,2,7
E0856,29,Other,Canada,North America,Yes,Medium (51-500),3,Designer,Night Shift,50K-100K,No,No,Yes,5,4,6
E0857,31,Female,Japan,Asia,Yes,Small (1-50),20,Engineer,Day Shift,50K-100K,No,Yes,No,3,3,1
E0858,35,Female,India,Asia,Yes,Small (1-50),4,Data Scientist,Day Shift,100K-150K,No,No,Partial,3,3,3
E0859,44,Female,Germany,Europe,Hybrid,Large (500+),29,Designer,Night Shift,100K-150K,Not Sure,No,Partial,5,10,9
E0860,58,Other,UK,Europe,Hybrid,Medium (51-500),26,Developer,Day Shift,100K-150K,Yes,No,Partial,2,5,10
E0861,55,Male,USA,North America,Hybrid,Small (1-50),11,Analyst,Day Shift,100K-150K,Yes,No,Partial,3,3,1
E0862,50,Female,South Africa,Africa,Yes,Large (500+),2,Manager,Night Shift,50K-100K,No,No,Yes,1,7,2
E0863,51,Male,Brazil,South America,Hybrid,Medium (51-500),14,Developer,Flexible,<50K,Yes,No,Yes,3,5,8
E0864,25,Male,Japan,Asia,No,Medium (51-500),12,Engineer,Night Shift,>150K,Not Sure,No,Partial,5,4,7
E0865,34,Other,USA,North America,Hybrid,Large (500+),30,Developer,Day Shift,>150K,Yes,No,Yes,1,3,9
E0866,31,Male,Germany,Europe,No,Large (500+),17,Designer,Night Shift,<50K,No,No,No,3,4,10
E0867,29,Male,Australia,Oceania,Hybrid,Small (1-50),12,Data Scientist,Day Shift,<50K,Not Sure,No,No,5,2,4
E0868,54,Other,UK,Europe,Yes,Medium (51-500),26,Analyst,Day Shift,<50K,Not Sure,No,Yes,2,1,4
E0869,32,Female,South Africa,Africa,Hybrid,Medium (51-500),12,Engineer,Night Shift,100K-150K,No,No,Partial,5,3,7
E0870,55,Male,UK,Europe,No,Medium (51-500),1,Engineer,Day Shift,50K-100K,Yes,No,No,2,2,1
E0871,55,Other,USA,North America,No,Large (500+),13,Manager,Flexible,50K-100K,No,No,No,1,1,10
E0872,21,Male,UK,Europe,Hybrid,Small (1-50),14,Developer,Day Shift,50K-100K,Yes,No,Partial,5,1,9
E0873,42,Male,Australia,Oceania,No,Medium (51-500),24,Manager,Night Shift,100K-150K,Yes,Yes,No,4,2,2
E0874,49,Female,USA,North America,No,Large (500+),30,Data Scientist,Flexible,50K-100K,Not Sure,No,Yes,4,9,1
E0875,28,Male,South Africa,Africa,Yes,Medium (51-500),2,Data Scientist,Flexible,100K-150K,No,No,No,4,5,7
E0876,31,Other,India,Asia,Hybrid,Small (1-50),12,Manager,Day Shift,50K-100K,Not Sure,Yes,Partial,4,9,6
E0877,57,Male,Brazil,South America,Hybrid,Medium (51-500),26,Analyst,Night Shift,<50K,No,No,Partial,4,8,3
E0878,34,Female,USA,North America,Hybrid,Small (1-50),21,Data Scientist,Day Shift,>150K,No,No,Partial,2,6,1
E0879,50,Female,France,Europe,No,Small (1-50),28,Manager,Day Shift,>150K,Not Sure,No,Partial,5,1,5
E0880,55,Other,Australia,Oceania,Hybrid,Medium (51-500),16,Developer,Night Shift,100K-150K,No,Yes,Yes,1,10,10
E0881,41,Female,USA,North America,Hybrid,Medium (51-500),4,Manager,Night Shift,50K-100K,No,No,Partial,4,5,4
E0882,57,Male,USA,North America,Yes,Small (1-50),8,Manager,Day Shift,>150K,Yes,No,Partial,4,1,5
E0883,25,Female,France,Europe,Yes,Large (500+),2,Designer,Flexible,<50K,No,No,Yes,1,7,1
E0884,39,Other,South Africa,Africa,Yes,Small (1-50),10,Data Scientist,Day Shift,<50K,No,Yes,Yes,1,10,1
E0885,34,Female,USA,North America,No,Medium (51-500),9,Analyst,Flexible,<50K,Not Sure,No,Partial,4,8,5
E0886,46,Female,Brazil,South America,Hybrid,Medium (51-500),23,Analyst,Day Shift,100K-150K,Not Sure,No,Partial,2,8,6
E0887,24,Female,UK,Europe,Yes,Large (500+),15,Designer,Night Shift,100K-150K,No,No,Partial,1,7,5
E0888,45,Other,South Africa,Africa,Yes,Small (1-50),13,Engineer,Flexible,50K-100K,Yes,No,Partial,5,2,2
E0889,45,Female,Brazil,South America,Yes,Small (1-50),23,Analyst,Night Shift,<50K,Yes,No,No,5,5,9
E0890,38,Female,South Africa,Africa,Hybrid,Small (1-50),17,Manager,Night Shift,50K-100K,Not Sure,No,No,2,4,5
E0891,28,Male,Brazil,South America,Hybrid,Medium (51-500),30,Designer,Night Shift,50K-100K,No,No,No,3,5,5
E0892,59,Other,Australia,Oceania,Hybrid,Small (1-50),16,Developer,Night Shift,<50K,No,No,Yes,2,10,10
E0893,34,Female,Brazil,South America,No,Large (500+),28,Data Scientist,Night Shift,50K-100K,Yes,No,Partial,4,9,9
E0894,52,Other,Canada,North America,No,Medium (51-500),2,Data Scientist,Day Shift,>150K,Yes,No,No,3,4,3
E0895,58,Female,Brazil,South America,Yes,Medium (51-500),20,Data Scientist,Flexible,100K-150K,Yes,Yes,No,4,8,5
E0896,53,Female,India,Asia,Hybrid,Small (1-50),20,Manager,Day Shift,50K-100K,Not Sure,No,No,5,8,5
E0897,43,Female,India,Asia,Yes,Large (500+),27,Developer,Day Shift,<50K,No,Yes,No,1,2,2
E0898,35,Male,Japan,Asia,Hybrid,Medium (51-500),14,Designer,Day Shift,100K-150K,Not Sure,Yes,Yes,4,6,4
E0899,53,Male,Canada,North America,Hybrid,Medium (51-500),3,Designer,Night Shift,100K-150K,No,No,Yes,5,5,2
E0900,45,Male,Canada,North America,Hybrid,Small (1-50),23,Data Scientist,Day Shift,50K-100K,Not Sure,No,Yes,2,2,5
E0901,37,Other,UK,Europe,No,Small (1-50),12,Developer,Flexible,>150K,No,No,Yes,4,10,10
E0902,53,Other,Canada,North America,No,Large (500+),8,Developer,Day Shift,50K-100K,Yes,No,Partial,5,4,2
E0903,22,Male,UK,Europe,Hybrid,Small (1-50),2,Developer,Night Shift,>150K,Yes,No,Yes,1,7,10
